,pos,word_en,word_sp,positive,new_negetive ,objective,index,synset,meaning,negative
9886,a,taunting,,0.0,0.625,0.375,0,1995596,"abusing vocally; expressing contempt or ridicule; ""derisive laughter""; ""a jeering crowd""; ""her mocking smile""; ""taunting shouts of `coward' and `sissy'"" ",-0.625
9887,a,taut,,0.0,0.25,0.75,1,2405959,"subjected to great tension; stretched tight; ""the skin of his face looked drawn and tight""; ""her nerves were taut as the strings of a bow"" ",-0.25
9888,a,tawdry,,0.0,0.5,0.5,0,2393791,"tastelessly showy; ""a flash car""; ""a flashy ring""; ""garish colors""; ""a gaudy costume""; ""loud sport shirts""; ""a meretricious yet stylish book""; ""tawdry ornaments"" ",-0.5
9890,a,taxpaying,,0.0,0.5,0.5,0,2366474,"not exempt from paying taxes; ""after training they became productive taxpaying citizens"" ",-0.5
9891,a,teachable,,0.5,0.0,0.5,0,2451634,"ready and willing to be taught; ""docile pupils eager for instruction""; ""teachable youngsters"" ",0.0
9892,a,tearaway,,0.0,0.625,0.375,0,326608,"characterized by undue haste and lack of thought or deliberation; ""a hotheaded decision""; ""liable to such impulsive acts as hugging strangers""; ""an impetuous display of spending and gambling""; ""madcap escapades""; (`brainish' is archaic) ",-0.625
9893,a,tearful,,0.0,0.5,0.5,0,2473141,"filled with or marked by tears; ""tearful eyes""; ""tearful entreaties"" ",-0.5
9894,a,tea-scented,,0.0,0.25,0.75,0,1057541,smelling of tea ,-0.25
9895,a,teasing,,0.0,0.375,0.625,0,2123118,"playfully vexing (especially by ridicule); ""his face wore a somewhat quizzical almost impertinent air""- Lawrence Durrell ",-0.375
9897,a,technical,técnico,0.125,0.0,0.875,0,2809220,"of or relating to technique or proficiency in a practical skill; ""his technical innovation was his brushwork""; ""the technical dazzle of her dancing""  ",0.0
9899,a,techy,,0.0,0.25,0.75,0,1136541,"easily irritated or annoyed; ""an incorrigibly fractious young man""; ""not the least nettlesome of his countrymen"" ",-0.25
9900,a,tedious,,0.0,0.25,0.75,0,1345307,"so lacking in interest as to cause mental weariness; ""a boring evening with uninteresting people""; ""the deadening effect of some routine tasks""; ""a dull play""; ""his competent but dull performance""; ""a ho-hum speaker who couldn't capture their attention""; ""what an irksome task the writing of long letters is""- Edmund Burke; ""tedious days on the train""; ""the tiresome chirping of a cricket""- Mark Twain; ""other people's dreams are dreadfully wearisome"" ",-0.25
9901,a,teetotal,,0.25,0.0,0.75,0,799953,"practicing complete abstinence from alcoholic beverages; ""he's been dry for ten years""; ""no thank you; I happen to be teetotal"" ",0.0
9902,a,telegnostic,,0.125,0.0,0.875,0,2109162,obtaining knowledge of distant events allegedly without use of normal sensory mechanisms ,0.0
9903,a,telepathic,,0.0,0.125,0.875,0,2109326,communicating without apparent physical signals ,-0.125
9904,a,telescopic,,0.5,0.0,0.5,1,2157936,"capable of discerning distant objects; ""a telescopic eye""; ""telescopic vision"" ",0.0
9905,a,telling,,0.375,0.0,0.625,2,835292,"producing a strong effect; ""gave an impressive performance as Othello""; ""a telling gesture"" ",0.0
9906,a,temperamental,,0.0,0.25,0.75,1,856325,"subject to sharply varying moods; ""a temperamental opera singer"" ",-0.25
9908,a,temperate,,0.0,0.375,0.625,0,2402559,"(of weather or climate) free from extremes; mild; or characteristic of such weather or climate; ""a temperate region""; ""the temperate zones""; ""temperate plants"" ",-0.375
9909,a,tempest-swept,,0.0,0.125,0.875,0,2456530,pounded or hit repeatedly by storms or adversities ,-0.125
9910,a,tempest-tossed,,0.0,0.125,0.875,0,2456530,pounded or hit repeatedly by storms or adversities ,-0.125
9911,a,tempest-tost,,0.0,0.125,0.875,0,2456530,pounded or hit repeatedly by storms or adversities ,-0.125
9912,a,temporal,,0.0,0.5,0.5,0,1757914,"not eternal; ""temporal matters of but fleeting moment""- F.D.Roosevelt ",-0.5
9913,a,tempting,,0.5,0.0,0.5,1,1358695,"very pleasantly inviting; ""a tantalizing aroma""; ""a tempting repast"" ",0.0
9915,a,tenacious,,0.0,0.75,0.25,1,2327569,"stubbornly unyielding; ""dogged persistence""; ""dour determination""; ""the most vocal and pertinacious of all the critics""; ""a mind not gifted to discover truth but tenacious to hold it""- T.S.Eliot; ""men tenacious of opinion"" ",-0.75
9916,a,tender,,0.25,0.0,0.75,6,2292421,(used of boats) inclined to heel over easily under sail ,0.0
9923,a,tenderhearted,,0.5,0.0,0.5,0,1466207,easily moved to love ,0.0
9924,a,tending,,0.375,0.0,0.625,0,1292411,"(usually followed by `to') naturally disposed toward; ""he is apt to ignore matters he considers unimportant""; ""I am not minded to answer any questions"" ",0.0
9925,a,tenebrific,,0.0,0.125,0.875,0,276355,"dark and gloomy; ""a tenebrous cave"" ",-0.125
9926,a,tenebrious,,0.0,0.125,0.875,0,276355,"dark and gloomy; ""a tenebrous cave"" ",-0.125
9927,a,tenebrous,,0.0,0.125,0.875,0,276355,"dark and gloomy; ""a tenebrous cave"" ",-0.125
9928,a,tensile,,0.5,0.0,0.5,1,2144436,"capable of being shaped or bent or drawn out; ""ductile copper""; ""malleable metals such as gold""; ""they soaked the leather to made it pliable""; ""pliant molten glass""; ""made of highly tensile steel alloy"" ",0.0
9930,a,tentative,,0.0,0.625,0.375,0,556318,"under terms not final or fully worked out or agreed upon; ""probationary employees""; ""a provisional government""; ""just a tentative schedule"" ",-0.625
9931,a,tenuous,,0.125,0.0,0.875,1,2415172,"very thin in gauge or diameter; ""a tenuous thread"" ",0.0
9932,a,tenured,,0.0,0.625,0.375,0,1527245,"appointed for life and not subject to dismissal except for a grave crime; ""an irremovable officer""; ""a tenured professor"" ",-0.625
9933,a,terefah,,0.0,0.75,0.25,0,428121,not conforming to dietary laws ,-0.75
9934,a,terminal,,0.0,0.375,0.625,4,994073,"causing or ending in or approaching death; ""a terminal patient""; ""terminal cancer"" ",-0.375
9935,a,terminated,,0.375,0.0,0.625,0,1003277,"having come or been brought to a conclusion; ""the harvesting was complete""; ""the affair is over, ended, finished""; ""the abruptly terminated interview"" ",0.0
9936,a,ternate,,0.25,0.0,0.75,0,2174305,(of a leaf shape) consisting of three leaflets or sections ,0.0
9937,a,terrene,,0.0,0.5,0.5,1,1181446,"belonging to this earth or world; not ideal or heavenly; ""not a fairy palace; yet a mundane wonder of unimagined kind""; ""so terrene a being as himself"" ",-0.5
9938,a,terrestrial,,0.25,0.0,0.75,3,2578035,"concerned with the world or worldly matters; ""mundane affairs""; ""he developed an immense terrestrial practicality"" ",0.0
9939,a,terrible,,0.0,0.625,0.375,0,193799,"causing fear or dread or terror; ""the awful war""; ""an awful risk""; ""dire news""; ""a career or vengeance so direful that London was shocked""; ""the dread presence of the headmaster""; ""polio is no longer the dreaded disease it once was""; ""a dreadful storm""; ""a fearful howling""; ""horrendous explosions shook the city""; ""a terrible curse"" ",-0.625
9942,a,terrific,,0.75,0.0,0.25,1,1676517,"extraordinarily good or great ; used especially as intensifiers; ""a fantastic trip to the Orient""; ""the film was fantastic!""; ""a howling success""; ""a marvelous collection of rare books""; ""had a rattling conversation about politics""; ""a tremendous achievement"" ",0.0
9944,a,terrifying,,0.0,0.625,0.375,0,196449,"causing extreme terror; ""a terrifying wail"" ",-0.625
9945,a,territorial,,0.375,0.0,0.625,1,2409500,"displaying territoriality; defending a territory from intruders; ""territorial behavior""; ""strongly territorial birds"" ",0.0
9946,a,terror-stricken,,0.0,0.5,0.5,0,80981,struck or filled with terror ,-0.5
9947,a,terror-struck,,0.0,0.5,0.5,0,80981,struck or filled with terror ,-0.5
9948,a,terse,,0.125,0.0,0.875,0,547641,"brief and to the point; effectively cut short; ""a crisp retort""; ""a response so curt as to be almost rude""; ""the laconic reply; `yes'""; ""short and terse and easy to understand"" ",0.0
9949,a,tessellated,,0.0,0.125,0.875,0,1790938,having a checkered or mottled appearance ,-0.125
9950,a,testate,,0.375,0.0,0.625,0,2444758,having made a legally valid will before death ,0.0
9951,a,tested,,0.375,0.0,0.625,1,724596,tested and proved to be reliable ,0.0
9953,a,testy,,0.0,0.25,0.75,0,1136541,"easily irritated or annoyed; ""an incorrigibly fractious young man""; ""not the least nettlesome of his countrymen"" ",-0.25
9954,a,tetanic,,0.0,0.75,0.25,1,3124111,of or relating to or causing tetanus ,-0.75
9956,a,tetchy,,0.0,0.25,0.75,0,1136541,"easily irritated or annoyed; ""an incorrigibly fractious young man""; ""not the least nettlesome of his countrymen"" ",-0.25
9957,a,textured,,0.125,0.0,0.875,0,2243086,"having surface roughness; ""a textured wall of stucco""; ""a rough-textured tweed"" ",0.0
9958,a,thankless,,0.0,0.75,0.25,0,1147044,"not feeling or showing gratitude; ""ungrateful heirs""; ""How sharper than a serpent's tooth it is / To have a thankless child!""- Shakespeare ",-0.75
9959,a,thawed,,0.0,0.375,0.625,0,1506661,"no longer frozen solid; ""the thawed ice was treacherous"" ",-0.375
9961,a,theatrical,,0.25,0.0,0.75,1,796047,"suited to or characteristic of the stage or theater; ""a theatrical pose""; ""one of the most theatrical figures in public life"" ",0.0
9962,a,theoretical,,0.125,0.0,0.875,1,862327,"concerned with theories rather than their practical applications; ""theoretical physics"" ",0.0
9963,a,theory-based,,0.0,0.125,0.875,0,862190,"based in theory rather than experiment; ""theory-based arguments and positions"" ",-0.125
9964,a,therapeutic,,0.875,0.0,0.125,0,1165943,"tending to cure or restore to health; ""curative powers of herbal remedies""; ""her gentle healing hand""; ""remedial surgery""; ""a sanative environment of mountains and fresh air""; ""a therapeutic agent""; ""therapeutic diets"" ",0.0
9965,a,thermoelectric,,0.0,0.25,0.75,0,2814878,involving or resulting from thermoelectricity ,-0.25
9966,a,thermoelectrical,,0.0,0.25,0.75,0,2814878,involving or resulting from thermoelectricity ,-0.25
9967,a,thespian,dramático,0.125,0.0,0.875,0,3125227,"of or relating to drama; ""the movie director had thespian cooperation"" ",0.0
9968,a,thick,,0.375,0.0,0.625,8,440292,(used informally) stupid ,0.0
9971,a,thick-bodied,,0.0,0.25,0.75,0,629068,having a thick body ,-0.25
9972,a,thickened,,0.0,0.125,0.875,1,2447569,"having calluses; having skin made tough and thick through wear; ""calloused skin""; ""with a workman's callous hands"" ",-0.125
9973,a,thickening,,0.25,0.0,0.75,1,2179167,"becoming more intricate or complex; ""a thickening plot"" ",0.0
9975,a,thick-haired,,0.375,0.0,0.625,0,216079,having thick hair ,0.0
9976,a,thickheaded,,0.375,0.0,0.625,0,440292,(used informally) stupid ,0.0
9977,a,thickset,,0.125,0.0,0.875,1,539687,"planted or growing close together; ""thickset trees"" ",0.0
9978,a,thick-skulled,,0.375,0.0,0.625,0,440292,(used informally) stupid ,0.0
9979,a,thickspread,,0.0,0.625,0.375,0,1698000,"covered thickly; ""toast thickspread with jam"" ",-0.625
9980,a,thieving,,0.0,0.25,0.75,0,1225294,given to thievery ,-0.25
9981,a,thievish,,0.0,0.25,0.75,0,1225294,given to thievery ,-0.25
9982,a,thin,,0.125,0.0,0.875,2,2562566,"very narrow; ""a thin line across the page"" ",0.0
9985,a,thin-bodied,,0.0,0.25,0.75,0,628881,having a slim body ,-0.25
9986,a,thinkable,,0.5,0.0,0.5,0,2417895,capable of being conceived or imagined or considered ,0.0
9987,a,thinking,,0.25,0.0,0.75,0,1926089,endowed with the capacity to reason ,0.0
9988,a,thirdhand,,0.0,0.125,0.875,0,1855204,"derived from what is primary or original by two intermediate steps; ""a thirdhand report"" ",-0.125
9989,a,thirsty,,0.25,0.0,0.75,0,2554140,"needing moisture; ""thirsty fields under a rainless sky"" ",0.0
9990,a,thoriated,,0.125,0.0,0.875,0,3154649,being or sounding of nervous or suppressed laughter ,0.0
9991,a,thorn-tipped,,0.0,0.625,0.375,0,2431440,of a plant tipped with a thorn ,-0.625
9992,a,thorny,,0.0,0.375,0.625,1,145083,"having or covered with protective barbs or quills or spines or thorns or setae etc.; ""a horse with a short bristly mane""; ""bristly shrubs""; ""burred fruits""; ""setaceous whiskers"" ",-0.375
9994,a,thorough,,0.75,0.0,0.25,0,311505,"painstakingly careful and accurate; ""our accountant is thorough""; ""thorough research"" ",0.0
9996,a,thoroughgoing,,0.625,0.0,0.375,1,1520091,"without qualification; used informally as (often pejorative) intensifiers; ""an arrant fool""; ""a complete coward""; ""a consummate fool""; ""a double-dyed villain""; ""gross negligence""; ""a perfect idiot""; ""pure folly""; ""what a sodding mess""; ""stark staring mad""; ""a thoroughgoing villain""; ""utter nonsense""; ""the unadulterated truth"" ",0.0
9998,a,thoughtful,,0.25,0.0,0.75,4,639230,considerate of the feelings or well-being of others ,0.0
10003,a,thoughtless,,0.625,0.0,0.375,0,2420530,"showing lack of careful thought; ""the debate turned into thoughtless bickering"" ",0.0
10005,a,thought-provoking,,0.125,0.0,0.875,0,2306598,"stimulating interest or thought; ""a challenging hypothesis""; ""a thought-provoking book"" ",0.0
10006,a,threadbare,,0.0,0.375,0.625,0,1688757,"repeated too often; overfamiliar through overuse; ""bromidic sermons""; ""his remarks were trite and commonplace""; ""hackneyed phrases""; ""a stock answer""; ""repeating threadbare jokes""; ""parroting some timeworn axiom""; ""the trite metaphor `hard as nails'"" ",-0.375
10007,a,threadlike,,0.125,0.0,0.875,0,2413851,thin in diameter; resembling a thread ,0.0
10008,a,thready,,0.125,0.0,0.875,1,2413851,thin in diameter; resembling a thread ,0.0
10009,a,threatened,,0.0,0.25,0.75,0,2524688,"(of flora or fauna) likely in the near future to become endangered; ""the spotted owl is a threatened species, not yet an endangered one"" ",-0.25
10010,a,threatening,,0.0,0.75,0.25,0,194357,"threatening or foreshadowing evil or tragic developments; ""a baleful look""; ""forbidding thunderclouds""; ""his tone became menacing""; ""ominous rumblings of discontent""; ""sinister storm clouds""; ""a sinister smile""; ""his threatening behavior""; ""ugly black clouds""; ""the situation became ugly"" ",-0.75
10011,a,three_hundred,,0.0,0.25,0.75,0,2198409,being one hundred more than two hundred ,-0.25
10012,a,three-cornered,,0.25,0.0,0.75,0,2049323,"having three corners; ""a three-cornered hat"" ",0.0
10013,a,threefold,,0.125,0.0,0.875,0,2218834,"three times as great or many; ""a claim for treble (or triple) damages""; ""a threefold increase"" ",0.0
10014,a,three-fold,,0.125,0.0,0.875,0,2218834,"three times as great or many; ""a claim for treble (or triple) damages""; ""a threefold increase"" ",0.0
10015,a,three-legged,,0.0,0.125,0.875,0,1429870,"having or as if having three legs; ""a three-legged stool""; ""a three-legged race"" ",-0.125
10016,a,three-lobed,,0.125,0.0,0.875,0,2174542,(of a leaf shape) divided into three lobes ,0.0
10017,a,three-ply,,0.25,0.0,0.75,0,2411913,"having a thickness made up of three layers or strands; ""three-ply cloth""; ""three-ply yarn"" ",0.0
10018,a,thriftless,,0.0,0.375,0.625,0,1896299,careless of the future ,-0.375
10019,a,thrifty,,0.25,0.0,0.75,1,1895099,"mindful of the future in spending money; ""careful with money"" ",0.0
10021,a,thrilling,,0.0,0.5,0.5,1,2307199,"causing quivering or shivering as by cold or fear or electric shock; ""a thrilling wind blew off the frozen lake"" ",-0.5
10022,a,thriving,,0.5,0.0,0.5,0,2331857,"very lively and profitable; ""flourishing businesses""; ""a palmy time for stockbrokers""; ""a prosperous new business""; ""doing a roaring trade""; ""a thriving tourist center""; ""did a thriving business in orchids"" ",0.0
10023,a,throaty,,0.0,0.625,0.375,0,1216317,"sounding as if pronounced low in the throat; ""a rich throaty voice"" ",-0.625
10024,a,throbbing,,0.0,0.125,0.875,0,2020897,"pounding or beating strongly or violently; ""a throbbing pain""; ""the throbbing engine of the boat"" ",-0.125
